OTUnumber	SAMPLE.271.GP.6.15	SAMPLE.381.MA5.30	SAMPLE.337.GA7.90	SAMPLE.399.MF.II6.30	SAMPLE.393.MP.7.30	SAMPLE.269.GP.5.15	SAMPLE.435.MA8.90	SAMPLE.433.MA7.90	SAMPLE.409.MA7.60	SAMPLE.397.MF.II.5.30	SAMPLE.355.GF.II.8.90	SAMPLE.389.MP.5.30	SAMPLE.415.MP.6.60	SAMPLE.373.MF.II.5.15	SAMPLE.413.MP.5.60	SAMPLE.287.GA6.30	SAMPLE.331.GF.II.8.60	SAMPLE.375.MF.II6.15	SAMPLE.427.MF.II.8.60	SAMPLE.383.MA6.30	SAMPLE.265.GA7.15	SAMPLE.359.MA6.15	SAMPLE.443.MP.8.90	SAMPLE.305.GF.II.7.30	SAMPLE.315.GA8.60	SAMPLE.319.GP.6.60	SAMPLE.349.GF.II.5.90	SAMPLE.371.MP.8.15	SAMPLE.279.GF.II6.15	SAMPLE.407.MA6.60	SAMPLE.431.MA6.90	SAMPLE.451.MF.II.8.90	SAMPLE.281.GF.II.7.15	SAMPLE.303.GF.II6.30	SAMPLE.453.16S.negative	SAMPLE.369.MP.7.15	SAMPLE.439.MP.6.90	SAMPLE.379.MF.II.8.15	SAMPLE.317.GP.5.60	SAMPLE.261.GA5.15	SAMPLE.395.MP.8.30	SAMPLE.387.MA8.30	SAMPLE.339.GA8.90	SAMPLE.385.MA7.30	SAMPLE.325.GF.II.5.60	SAMPLE.351.GF.II6.90	SAMPLE.327.GF.II6.60	SAMPLE.449.MF.II.7.90	SAMPLE.421.MF.II.5.60	SAMPLE.299.GP.8.30	SAMPLE.437.MP.5.90	SAMPLE.307.GF.II.8.30	SAMPLE.277.GF.II.5.15	SAMPLE.401.MF.II.7.30	SAMPLE.357.MA5.15	SAMPLE.417.MP.7.60	SAMPLE.289.GA7.30	SAMPLE.425.MF.II.7.60	SAMPLE.263.GA6.15	SAMPLE.301.GF.II.5.30	SAMPLE.447.MF.II6.90	SAMPLE.429.MA5.90	SAMPLE.273.GP.7.15	SAMPLE.377.MF.II.7.15	SAMPLE.411.MA8.60	SAMPLE.367.MP.6.15	SAMPLE.405.MA5.60	SAMPLE.309.GA5.60	SAMPLE.423.MF.II6.60	SAMPLE.283.GF.II.8.15	SAMPLE.403.MF.II.8.30	SAMPLE.335.GA6.90	SAMPLE.295.GP.6.30	SAMPLE.293.GP.5.30	SAMPLE.329.GF.II.7.60	SAMPLE.347.GP.8.90	SAMPLE.441.MP.7.90	SAMPLE.285.GA5.30	SAMPLE.361.MA7.15	SAMPLE.333.GA5.90	SAMPLE.445.MF.II.5.90	SAMPLE.297.GP.7.30	SAMPLE.321.GP.7.60	SAMPLE.291.GA8.30	SAMPLE.365.MP.5.15	SAMPLE.343.GP.6.90	SAMPLE.341.GP.5.90	SAMPLE.323.GP.8.60	SAMPLE.267.GA8.15	SAMPLE.363.MA8.15	SAMPLE.311.GA6.60	SAMPLE.345.GP.7.90	SAMPLE.391.MP.6.30	SAMPLE.353.GF.II.7.90	SAMPLE.419.MP.8.60	SAMPLE.275.GP.8.15	SAMPLE.313.GA7.60	domain_id	domain_conf	phylum_id	phylum_conf	class_id	class_conf	order_id	order_conf	family_id	family_conf	genus_id	genus_conf
OTU_38	0	41	0	14	47	4	74	64	24	9	2	155	28	10	95	5	8	14	28	43	7	37	17	4	6	0	0	65	7	20	29	45	1	0	0	29	7	19	1	24	50	32	1	123	0	2	4	29	16	0	15	1	0	45	36	44	3	66	3	0	14	36	2	91	38	59	46	2	9	8	88	10	0	2	5	0	39	11	54	9	26	3	1	4	101	0	2	5	3	67	3	2	14	4	54	6	2	Bacteria	100.0	Actinobacteria	100.0	Thermoleophilia	100.0	Gaiellales	100.0	Gaiellaceae	100.0	Gaiella	100.0
OTU_39	0	2	28	7	4	25	5	4	2	4	31	2	8	1	1	28	221	1	2	1	111	2	3	91	41	1	1	4	313	0	2	1	42	0	0	2	2	0	6	38	3	1	27	6	0	105	236	4	3	9	1	33	0	3	3	2	50	5	6	0	0	0	2	7	2	7	3	6	2	97	6	27	0	36	117	8	5	22	5	8	8	19	21	27	2	7	12	20	21	2	13	19	2	105	1	10	15	Bacteria	100.0	Chloroflexi	100.0	JG37-AG-4	100.0	JG37-AG-4_unclassified	100.0	JG37-AG-4_unclassified	100.0	JG37-AG-4_unclassified	100.0
OTU_40	0	5	17	109	28	35	7	7	7	62	0	25	59	50	9	27	3	49	10	3	26	7	42	4	39	4	0	102	6	1	2	14	1	1	0	12	33	2	2	59	62	1	33	10	0	1	4	10	111	19	3	0	0	35	3	22	20	42	9	0	48	4	24	56	7	131	5	16	40	6	21	25	0	36	5	19	29	30	9	15	141	71	120	16	8	6	21	33	25	6	9	52	21	4	45	56	9	Bacteria	100.0	Actinobacteria	100.0	Thermoleophilia	100.0	Gaiellales	100.0	Gaiellaceae	100.0	Gaiella	100.0
OTU_41	0	41	2	45	37	15	26	33	8	14	3	65	27	10	19	38	4	40	22	21	35	19	14	5	21	0	0	65	9	9	9	28	1	0	0	42	11	14	4	121	42	12	12	48	0	1	3	23	27	2	3	0	0	27	18	31	11	48	13	0	19	10	4	100	24	66	27	13	17	3	56	42	0	7	5	3	24	65	53	22	32	5	11	8	33	1	6	10	20	37	2	3	7	0	22	14	6	Bacteria	100.0	Proteobacteria	100.0	Gammaproteobacteria	100.0	Xanthomonadales	100.0	Xanthomonadaceae	100.0	Arenimonas	100.0
OTU_42	0	17	2	55	51	8	12	14	2	26	0	35	31	24	24	12	3	19	9	10	11	11	17	1	6	1	0	33	2	8	14	36	0	0	0	33	5	13	5	28	15	4	5	18	0	0	1	9	41	14	3	1	0	30	6	50	5	45	2	0	37	9	3	61	15	39	18	5	20	3	43	16	0	4	6	6	37	19	20	8	45	13	10	5	25	1	7	9	6	9	2	9	14	1	16	10	1	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhizobiales	100.0	Hyphomicrobiaceae	100.0	Pedomicrobium	98.0
OTU_43	0	36	1	17	49	2	35	55	21	1	2	44	20	5	41	13	4	8	4	17	4	20	16	4	1	3	0	42	3	8	15	3	1	0	0	43	8	2	1	46	32	15	4	66	0	4	3	2	5	2	4	0	0	9	36	53	4	17	5	0	12	20	0	17	33	57	38	9	9	1	16	20	0	2	2	4	36	26	65	23	4	8	8	0	43	1	0	4	2	42	1	2	21	1	22	7	1	Bacteria	100.0	Proteobacteria	100.0	Gammaproteobacteria	100.0	Xanthomonadales	100.0	Xanthomonadales_Incertae_Sedis	100.0	Steroidobacter	100.0
OTU_44	0	14	21	66	134	75	16	19	17	33	1	30	81	22	21	66	14	42	19	15	65	12	44	8	61	3	0	131	10	9	9	49	3	1	0	88	30	27	17	127	72	4	35	29	0	3	10	43	35	26	1	1	0	97	20	137	22	129	19	0	29	13	14	188	20	168	21	29	23	5	91	91	1	51	9	22	86	74	22	41	72	48	76	35	17	3	54	59	34	16	12	46	44	10	69	61	16	Bacteria	100.0	Nitrospirae	100.0	Nitrospira	100.0	Nitrospirales	100.0	Nitrospiraceae	100.0	Nitrospira	100.0
OTU_45	0	12	24	129	22	127	10	16	10	71	2	109	44	53	96	71	5	56	17	6	68	7	38	8	127	27	0	60	6	7	5	33	2	0	0	12	21	13	38	89	58	1	84	21	0	7	3	15	136	55	14	2	0	49	6	24	51	89	25	0	66	3	42	97	10	64	16	31	81	4	109	82	0	132	9	41	25	40	8	34	139	165	269	65	62	39	70	110	35	9	28	128	26	0	47	114	21	Bacteria	100.0	Verrucomicrobia	100.0	Spartobacteria	100.0	Chthoniobacterales	100.0	DA101_soil_group	100.0	DA101_soil_group_unclassified	100.0
OTU_46	0	2	4	3	2	9	3	6	1	1	11	1	1	1	2	2	114	1	1	2	17	1	2	206	17	2	2	3	166	1	2	2	77	5	0	2	1	0	2	5	1	3	11	3	0	39	98	1	5	6	1	9	1	1	2	0	14	4	0	0	5	0	4	2	3	3	3	1	2	29	7	7	0	7	244	3	5	1	1	2	3	6	20	9	6	3	6	9	5	4	3	4	1	229	3	14	7	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Acidobacteriales	100.0	Acidobacteriaceae_	NA	Acidobacteriaceae_	NA
OTU_47	0	2	3	3	2	6	5	4	3	3	42	3	3	2	2	3	325	0	2	3	12	3	1	164	3	0	6	5	296	0	1	3	70	2	0	3	0	1	0	6	4	0	0	4	0	64	215	1	4	1	0	49	1	1	1	1	7	3	0	0	3	3	0	1	4	2	3	1	1	113	4	3	0	3	175	1	3	0	3	0	6	1	5	3	2	1	0	3	2	1	1	1	0	138	1	3	2	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_2	100.0	Subgroup_2_unclassified	100.0	Subgroup_2_unclassified	100.0
OTU_48	0	154	3	36	48	6	93	131	63	16	1	134	11	13	83	11	9	11	21	68	5	75	8	17	5	0	0	31	9	35	57	24	2	0	0	34	5	18	2	58	27	25	4	196	0	2	5	12	35	0	10	1	0	40	89	50	3	37	1	0	11	73	1	62	85	14	108	13	10	7	47	9	1	3	5	1	46	24	184	11	26	9	6	4	69	0	1	9	4	110	1	1	9	5	24	5	1	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_6	100.0	Subgroup_6_unclassified	100.0	Subgroup_6_unclassified	100.0
OTU_49	0	62	11	35	10	20	84	154	35	29	2	39	23	22	18	14	9	15	13	49	24	48	19	4	23	1	0	42	6	32	38	28	2	0	0	10	13	7	4	89	44	20	20	142	0	2	6	18	38	10	5	1	0	37	54	8	13	55	3	0	24	50	1	55	55	47	49	21	11	1	42	67	0	20	1	14	12	50	100	47	63	15	23	16	28	6	8	15	12	77	4	20	16	3	26	20	3	Bacteria	100.0	Proteobacteria	100.0	Betaproteobacteria	100.0	Burkholderiales	100.0	Comamonadaceae	100.0	Xenophilus	78.0
OTU_50	0	134	30	252	130	79	81	117	83	156	7	132	122	124	80	101	58	139	119	69	97	83	72	65	103	14	1	197	124	37	50	201	35	1	0	99	59	82	27	212	167	28	66	172	0	34	73	87	250	44	8	8	2	246	91	155	63	296	25	0	150	63	23	392	98	207	114	66	132	46	424	130	0	94	83	42	122	104	131	60	241	93	119	73	62	12	53	97	54	93	19	82	53	94	106	86	25	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_6	100.0	Subgroup_6_unclassified	100.0	Subgroup_6_unclassified	100.0
OTU_51	0	117	1	21	9	3	72	121	44	7	0	38	11	7	22	22	3	23	3	60	27	60	12	3	9	0	0	50	4	13	19	14	1	0	0	16	1	11	0	134	32	47	4	281	0	1	1	4	8	0	0	1	0	6	84	5	6	21	8	0	18	33	3	22	71	23	59	21	7	4	14	15	0	1	6	4	12	80	281	33	12	2	4	9	21	0	3	3	7	180	1	0	4	0	17	9	7	Bacteria	100.0	Proteobacteria	100.0	Gammaproteobacteria	100.0	Xanthomonadales	100.0	Xanthomonadaceae	100.0	Thermomonas	97.0
OTU_52	0	100	58	47	3	6	87	106	33	8	0	11	8	12	7	20	2	11	4	49	34	42	9	6	33	2	0	8	5	18	33	25	0	0	0	8	3	0	1	104	6	31	35	127	0	0	1	15	6	4	1	1	0	11	55	7	13	12	7	0	35	44	10	14	62	16	67	13	9	1	4	46	0	5	4	13	10	43	107	27	10	8	4	26	11	1	9	13	25	88	3	26	1	7	3	10	4	Bacteria	100.0	Proteobacteria	100.0	Betaproteobacteria	100.0	Burkholderiales	100.0	Oxalobacteraceae	100.0	Massilia	86.0
OTU_53	0	35	1	32	44	7	26	51	27	27	2	61	13	17	30	10	1	33	9	23	7	34	10	2	7	2	0	38	3	9	15	25	3	0	0	33	8	9	0	26	29	10	3	64	0	2	2	12	36	4	7	0	0	18	29	38	4	41	0	0	28	28	4	53	30	35	34	4	24	4	29	14	0	8	3	1	43	14	50	13	47	8	12	2	45	0	3	8	6	38	1	6	9	1	15	7	0	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhizobiales	100.0	Phyllobacteriaceae	95.0	Nitratireductor	66.0
OTU_54	0	36	17	86	19	75	28	44	26	54	7	59	36	49	36	24	30	62	42	18	47	20	37	17	43	9	2	94	34	14	9	89	5	0	0	18	17	35	15	60	58	7	13	44	0	12	19	30	113	20	5	3	1	72	18	36	20	160	10	0	47	21	12	175	26	79	32	6	52	16	127	48	0	49	19	26	22	29	30	28	131	51	92	25	29	7	44	54	27	23	7	46	23	14	42	52	11	Bacteria	100.0	Actinobacteria	100.0	Actinobacteria	100.0	Corynebacteriales	100.0	Mycobacteriaceae	100.0	Mycobacterium	100.0
OTU_55	0	2	1	1	0	0	2	2	2	1	66	1	1	0	0	4	444	2	1	0	0	0	0	13	5	1	0	1	24	0	1	0	6	1	0	2	0	0	1	0	2	0	1	2	0	8	20	0	1	0	0	81	0	3	1	1	2	2	0	0	5	1	0	1	3	1	1	1	2	181	4	5	0	1	20	0	2	2	1	0	3	1	6	4	0	0	0	2	0	0	1	1	1	18	1	1	2	Bacteria	98.0	Bacteria_unclassified	98.0	Bacteria_unclassified	98.0	Bacteria_unclassified	98.0	Bacteria_unclassified	98.0	Bacteria_unclassified	98.0
OTU_56	0	91	0	3	43	4	86	96	27	7	0	87	11	7	59	6	1	6	7	51	3	43	6	4	3	1	1	15	3	27	27	12	1	0	0	25	7	3	2	19	14	37	2	173	0	0	1	4	7	3	13	2	0	10	76	34	4	15	2	0	0	42	3	16	79	18	63	5	2	2	21	11	1	7	8	3	32	13	125	7	8	6	8	0	57	0	1	5	2	83	1	3	4	3	13	7	0	Bacteria	100.0	Proteobacteria	100.0	Betaproteobacteria	99.0	Burkholderiales	83.0	Alcaligenaceae	52.0	Alcaligenaceae_unclassified	52.0
OTU_57	0	38	0	14	35	4	37	54	16	13	1	11	13	11	4	5	2	14	11	21	9	29	23	7	4	0	0	35	3	10	19	15	3	1	0	14	8	2	0	28	17	7	1	60	0	0	2	7	9	0	1	0	0	14	36	30	5	30	1	0	15	37	0	41	35	37	43	8	5	0	18	8	0	0	4	1	26	11	59	6	13	2	3	2	7	0	2	3	3	55	0	0	9	0	18	2	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_11	100.0	Subgroup_11_unclassified	100.0	Subgroup_11_unclassified	100.0
OTU_58	0	59	6	53	28	15	42	73	27	35	1	15	58	22	10	28	4	44	40	35	25	37	44	3	41	0	0	100	4	17	26	55	4	0	0	29	24	16	6	104	75	13	14	84	0	2	10	24	70	5	1	1	0	54	28	50	15	84	10	0	25	23	5	124	46	118	63	23	17	3	83	46	0	16	4	12	29	48	71	30	76	20	32	18	7	3	11	15	21	49	5	21	31	1	57	21	7	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_6	100.0	Subgroup_6_unclassified	100.0	Subgroup_6_unclassified	100.0
OTU_59	0	5	104	15	7	145	8	5	3	8	5	9	23	6	4	50	42	10	4	5	240	2	12	45	245	14	1	13	48	1	1	8	22	0	0	2	12	2	45	57	10	2	119	8	0	11	30	11	15	33	2	4	0	10	4	7	95	11	8	0	15	4	21	14	12	43	4	14	7	26	19	65	2	132	53	34	13	24	3	19	16	70	192	123	4	29	90	103	113	6	52	92	8	59	9	123	57	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Acidobacteriales	100.0	Acidobacteriaceae_	NA	Acidobacteriaceae_	NA
OTU_60	0	3	2	6	4	5	2	6	4	0	72	9	1	2	3	3	607	1	1	1	15	1	3	264	12	1	4	3	480	1	2	2	129	5	0	9	5	1	2	4	7	0	4	3	1	98	380	3	4	4	0	81	6	3	2	3	5	7	1	0	4	0	0	5	9	9	3	1	5	261	13	6	0	5	310	5	10	6	4	2	9	6	11	6	3	0	3	9	2	3	2	2	1	302	3	12	2	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Acidobacteriales	100.0	Acidobacteriaceae_	NA	Acidobacteriaceae_	NA
OTU_61	1	12	9	38	31	19	17	18	12	49	1	66	44	42	45	10	9	29	44	10	32	7	15	5	21	5	0	51	11	5	12	58	6	0	0	22	22	22	6	38	26	3	15	31	0	4	3	10	97	4	5	0	0	35	9	45	10	61	3	0	32	14	6	67	19	66	21	6	34	5	121	17	0	21	9	8	36	17	22	8	93	17	36	4	44	2	7	17	13	7	3	12	15	9	22	9	5	Bacteria	100.0	Actinobacteria	100.0	Thermoleophilia	100.0	Solirubrobacterales	100.0	480-2	100.0	480-2_unclassified	100.0
OTU_62	0	18	14	43	6	39	13	15	10	30	0	21	35	19	17	32	1	14	40	7	43	8	12	11	31	6	0	29	6	4	7	37	3	1	0	3	23	16	15	82	24	5	39	19	0	2	3	18	44	9	3	0	0	75	10	2	27	93	7	0	19	8	11	125	13	84	10	22	15	2	126	37	0	48	3	9	8	38	16	21	57	23	28	24	11	4	30	19	14	22	5	12	17	3	20	21	8	Bacteria	100.0	Proteobacteria	100.0	Betaproteobacteria	100.0	Nitrosomonadales	74.0	Nitrosomonadaceae	74.0	Nitrosomonadaceae_unclassified	74.0
OTU_63	0	1	16	31	3	25	7	3	3	20	1	5	1	12	1	16	56	26	9	1	34	1	2	56	35	2	1	3	35	0	1	10	27	0	0	1	3	11	10	9	0	1	21	0	0	11	38	12	11	8	0	4	0	29	0	4	21	43	3	0	27	0	5	54	4	16	4	3	9	22	38	17	0	16	53	8	2	6	2	3	24	11	18	22	2	1	17	12	26	1	5	10	3	46	1	11	5	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_3	100.0	Unknown_Family	100.0	Bryobacter	100.0
OTU_64	0	3	1	12	3	13	6	6	3	9	64	2	1	7	3	2	367	10	2	0	16	0	6	165	8	1	2	3	348	0	1	6	80	4	0	1	1	1	5	2	6	0	4	8	0	94	226	10	13	8	0	46	0	11	0	6	7	13	1	0	5	3	3	29	2	3	6	1	3	178	17	6	0	16	193	6	5	0	7	1	12	9	10	4	1	3	8	8	0	1	2	4	3	181	3	10	2	Bacteria	100.0	Proteobacteria	98.0	Gammaproteobacteria	93.0	Gammaproteobacteria_unclassified	93.0	Gammaproteobacteria_unclassified	93.0	Gammaproteobacteria_unclassified	93.0
OTU_65	0	44	1	17	15	0	50	68	20	8	0	28	8	9	12	4	3	12	11	23	2	34	5	1	3	0	0	22	2	11	26	9	0	0	0	14	3	4	1	18	10	10	1	83	0	0	2	6	26	0	2	0	0	19	41	23	0	17	0	0	11	31	1	36	42	11	43	1	6	1	24	4	0	0	3	1	14	5	80	5	13	4	3	2	15	0	0	0	2	61	0	0	3	0	11	3	0	Bacteria	100.0	Proteobacteria	100.0	Gammaproteobacteria	99.0	Xanthomonadales	69.0	Xanthomonadales_Incertae_Sedis	67.0	Steroidobacter	52.0
OTU_66	0	2	4	4	4	4	3	3	1	0	29	3	0	3	2	1	86	1	0	0	5	1	0	12	3	2	0	3	11	0	1	3	23	0	0	2	0	4	1	5	3	1	2	2	0	12	16	1	4	4	0	2	0	5	0	0	1	5	0	0	2	0	1	7	2	1	2	0	2	6	2	8	0	3	248	1	1	1	0	0	2	1	1	2	0	0	6	6	1	1	1	1	0	336	0	21	2	Bacteria	100.0	Proteobacteria	100.0	Betaproteobacteria	100.0	Burkholderiales	100.0	Oxalobacteraceae	100.0	Herminiimonas	89.0
OTU_67	0	6	82	2	14	73	56	26	5	1	0	34	12	1	8	16	4	1	2	5	20	20	84	6	51	2	0	34	3	5	7	11	5	0	0	9	78	2	12	50	19	4	171	5	0	4	3	2	3	13	7	0	0	1	3	15	11	9	3	0	22	3	41	3	13	9	5	8	4	5	17	143	0	39	6	41	48	79	4	115	18	20	66	37	13	14	138	20	14	10	2	52	5	2	19	34	8	Bacteria	100.0	Proteobacteria	100.0	Betaproteobacteria	100.0	Burkholderiales	100.0	Oxalobacteraceae	100.0	Pseudoduganella	96.0
OTU_68	0	1	5	2	3	13	2	3	4	3	41	5	4	1	0	5	341	0	1	0	15	2	2	188	8	1	2	1	134	0	1	3	79	3	0	1	0	2	1	3	0	0	6	1	0	47	127	1	4	2	0	50	0	4	1	5	4	6	2	0	5	1	0	0	3	3	4	1	0	144	4	3	0	15	229	1	4	3	3	0	3	10	6	5	2	7	9	6	3	1	9	1	1	210	3	6	4	Bacteria	100.0	Proteobacteria	100.0	Deltaproteobacteria	100.0	GR-WP33-30	100.0	GR-WP33-30_unclassified	100.0	GR-WP33-30_unclassified	100.0
OTU_69	0	1	109	2	2	24	4	4	2	0	9	1	2	0	1	58	66	3	0	0	190	2	4	33	210	10	0	4	72	0	1	6	18	0	0	0	2	0	17	1	6	1	92	4	0	8	56	1	0	4	0	6	0	4	2	5	173	6	10	0	1	2	1	1	4	3	5	0	0	36	1	43	0	47	48	6	3	2	7	1	2	3	7	112	0	5	35	19	60	1	84	1	1	35	1	9	84	Archaea	100.0	Thaumarchaeota	100.0	South_African_Gold_Mine_Gp_1	NA	South_African_Gold_Mine_Gp_1	NA	South_African_Gold_Mine_Gp_1	NA	South_African_Gold_Mine_Gp_1	NA
OTU_70	0	12	0	28	16	7	10	15	9	12	0	31	12	5	21	9	4	13	25	7	11	6	6	0	6	2	0	20	2	4	3	50	1	0	0	17	4	19	1	10	22	4	3	26	0	1	1	16	25	2	3	0	1	32	7	16	0	34	4	0	7	8	2	57	13	26	9	5	9	0	71	14	0	7	3	2	2	9	10	3	15	3	7	3	14	2	4	4	2	17	1	6	7	2	6	5	1	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhodospirillales	100.0	Rhodospirillales_Incertae_Sedis	100.0	Reyranella	100.0
OTU_71	0	41	3	12	45	3	50	61	31	8	0	106	47	12	71	12	4	5	7	20	5	26	53	5	6	0	0	97	4	15	23	19	0	0	0	39	23	6	1	25	86	8	5	89	0	2	4	13	18	0	13	0	0	12	33	70	2	30	1	0	12	33	6	23	32	90	40	7	3	5	28	26	0	2	4	3	48	10	70	14	14	11	12	5	61	1	1	2	1	50	1	3	19	1	45	8	1	Bacteria	100.0	Actinobacteria	100.0	Thermoleophilia	100.0	Gaiellales	100.0	Gaiellaceae	100.0	Gaiella	100.0
OTU_72	0	5	4	26	22	13	2	10	3	33	0	18	47	43	9	6	1	14	2	2	12	5	37	3	10	5	0	77	3	2	2	9	1	0	0	20	13	1	1	27	64	1	4	10	0	0	1	4	61	11	2	0	0	11	3	41	7	26	8	0	18	1	6	26	6	86	4	5	17	2	4	12	0	13	3	11	23	10	5	5	56	15	26	8	10	3	8	15	6	9	7	17	26	0	35	19	1	Bacteria	100.0	Actinobacteria	100.0	Thermoleophilia	100.0	Gaiellales	100.0	Gaiellales_unclassified	100.0	Gaiellales_unclassified	100.0
OTU_73	0	56	3	46	33	4	70	70	29	33	2	169	20	21	96	19	6	23	30	23	7	33	35	5	12	0	0	57	6	29	28	48	2	0	0	37	10	24	1	34	41	15	4	122	0	1	4	22	59	5	14	0	1	30	58	38	5	54	4	0	22	47	2	62	52	48	45	10	20	4	79	22	0	6	7	1	36	12	65	9	58	9	23	8	101	0	3	10	7	53	2	11	18	3	52	9	1	Bacteria	100.0	Actinobacteria	100.0	Thermoleophilia	100.0	Solirubrobacterales	100.0	Solirubrobacteraceae	100.0	Solirubrobacter	100.0
OTU_74	0	74	13	32	29	12	34	68	35	11	1	56	7	14	37	43	3	10	7	29	23	34	16	3	22	1	0	23	4	13	31	15	0	0	0	21	7	4	2	68	25	11	6	100	0	2	2	6	27	4	2	1	0	22	43	29	11	23	4	0	17	23	6	22	33	31	58	18	6	2	16	37	0	12	3	3	19	44	79	30	21	4	18	9	42	0	1	9	8	47	2	14	9	2	18	12	4	Bacteria	100.0	Proteobacteria	100.0	Proteobacteria_unclassified	100.0	Proteobacteria_unclassified	100.0	Proteobacteria_unclassified	100.0	Proteobacteria_unclassified	100.0
OTU_75	0	1	1	3	0	1	1	0	0	1	25	0	1	1	2	2	145	1	1	0	3	1	2	242	1	0	1	0	52	0	0	2	53	0	0	1	0	1	1	1	1	0	0	0	0	7	27	1	0	0	0	16	0	3	1	5	0	2	1	0	2	0	0	1	0	0	1	0	0	94	2	2	0	3	173	0	1	2	3	0	2	4	3	1	1	0	1	2	2	3	1	0	0	221	1	2	0	Bacteria	100.0	Acidobacteria	99.0	Acidobacteria	99.0	Subgroup_2	99.0	Subgroup_2_unclassified	99.0	Subgroup_2_unclassified	99.0
OTU_76	0	1	0	76	16	7	2	5	4	44	1	10	12	24	6	4	2	34	19	5	6	1	3	0	0	1	0	21	1	0	3	19	2	0	0	11	2	20	4	8	23	1	2	5	0	0	3	13	51	7	1	0	0	40	3	9	5	52	1	0	32	0	3	57	2	13	3	1	39	3	76	1	0	9	1	6	14	3	4	3	59	4	6	1	3	2	3	14	1	3	1	6	9	0	14	14	0	Bacteria	100.0	Proteobacteria	100.0	Betaproteobacteria	100.0	SC-I-84	98.0	SC-I-84_unclassified	98.0	SC-I-84_unclassified	98.0
OTU_77	0	1	59	1	1	13	1	5	4	1	2	4	0	0	1	80	28	0	0	1	107	1	2	11	179	1	0	2	2	0	0	0	2	1	0	1	2	0	25	2	2	0	66	2	0	0	1	1	1	3	0	9	0	1	1	0	108	1	6	0	2	1	2	1	4	1	5	2	1	13	3	87	0	32	15	7	3	1	2	2	2	5	0	64	0	1	22	19	34	1	44	3	1	16	1	5	42	Archaea	100.0	Thaumarchaeota	100.0	South_African_Gold_Mine_Gp_1	NA	Unknown_Order	100.0	Unknown_Family	100.0	Candidatus_Nitrosotalea	100.0
OTU_78	0	7	9	12	10	21	6	5	3	19	1	8	51	14	5	19	4	9	13	5	25	4	25	10	32	6	1	53	11	0	1	11	13	0	0	1	18	2	5	27	42	0	9	2	0	6	7	4	33	12	2	1	0	11	3	7	12	14	1	0	12	2	7	14	5	67	5	11	8	1	11	12	0	13	13	13	6	18	2	13	55	26	45	19	3	12	16	28	12	5	1	19	14	12	30	18	8	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhizobiales	100.0	Xanthobacteraceae	99.0	Pseudolabrys	99.0
OTU_79	0	46	2	15	38	3	28	47	28	7	1	65	13	9	38	2	5	6	18	31	1	35	15	1	1	0	0	35	6	19	24	31	0	0	0	29	6	9	0	8	24	16	0	75	0	0	3	13	12	0	7	1	0	21	28	40	1	46	2	0	9	31	2	43	36	14	43	6	2	5	53	7	0	3	4	0	33	8	44	1	16	3	0	1	40	0	0	0	2	50	0	1	8	0	14	0	1	Bacteria	100.0	Actinobacteria	100.0	Thermoleophilia	100.0	Solirubrobacterales	100.0	288-2	100.0	288-2_unclassified	100.0
OTU_80	0	6	10	33	31	24	1	8	1	16	1	8	62	13	2	10	1	22	10	2	18	1	21	2	20	1	0	69	0	0	3	9	1	0	0	21	23	7	2	10	41	2	14	4	0	0	0	5	37	2	1	0	0	15	1	42	10	32	3	0	8	4	7	26	3	113	4	7	17	0	30	7	0	15	3	13	27	7	7	4	40	15	41	11	3	2	12	19	7	5	15	16	32	3	37	17	9	Bacteria	100.0	Bacteroidetes	100.0	Sphingobacteriia	100.0	Sphingobacteriales	100.0	Chitinophagaceae	100.0	Terrimonas	92.0
OTU_81	0	73	1	76	42	7	82	124	47	50	0	43	71	29	18	14	8	30	54	48	11	62	36	6	7	1	0	93	6	41	43	98	2	0	0	30	23	47	2	25	70	23	7	179	0	1	8	46	69	0	3	0	0	106	72	38	1	137	1	0	44	49	2	198	89	84	68	7	27	4	130	13	1	5	7	3	40	14	114	8	57	9	13	3	21	0	1	8	6	84	0	1	21	2	49	9	1	Bacteria	100.0	Actinobacteria	100.0	Thermoleophilia	100.0	Gaiellales	100.0	Gaiellaceae	100.0	Gaiella	100.0
